authority_rank	status	role	pointer	supersession_note
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate75_general_effect_audit/75-1938-06-30-HIGH-ASAI-EFFECT-MASTER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate75_general_effect_audit/75-1938-H1-CONTINUATION-PATCH.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate75_general_effect_audit/75-EFFECT-ACCOUNTING-MAP.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate75_general_effect_audit/75-REMAINING-GAPS.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-1938-06-30-RESTART-BASELINE.md	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-1938-06-30-RESTART-BASELINE.xlsx	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-ASAI-1938-H1-CORPORATE.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-AVIATION-CLOSURE.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-FLOOD-SUPPORT.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-MANCHURIA-H1.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-NONBLOCKING-DETAILS.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-RESTART-NUMERICAL-STATE.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-SECOND-TURBINE-WORKS.tsv	
1	CURRENT-HIGHEST	restart/current closure	10-CURRENT-SESSION-GATES/asai_gate76_june_restart/76-WEAPON-CLOSURE.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_midcourse_nov12/63-1937-11-12-ASAI-HISTORY-ADOPTION-REBASE.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_midcourse_nov12/63-1937-11-12-BATTLEFIELD-NUMERICAL-DELTA.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_midcourse_nov12/63-1937-11-12-MIDCOURSE-AUDIT.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_midcourse_nov12/63-1937-11-12-MILITARY-PRODUCT-ADOPTION-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_midcourse_nov12/63-1937-11-12-OPEN-QUEUE-PROGRESSION.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_midcourse_nov12/63-ADOPTION-STAGE-DEFINITIONS.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q035_resume/36-1937-07-27-28-FINAL-ULTIMATUM-ATTACK-OPENING-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q035_resume/36-1937-07-27-28-FINAL-ULTIMATUM-ATTACK-OPENING-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q036_resume/37-1937-07-28-NANYUAN-BATTLE-PEIPING-WITHDRAWAL-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q036_resume/37-1937-07-28-NANYUAN-BATTLE-PEIPING-WITHDRAWAL-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q037_resume/38-1937-07-28-29-TIENTSIN-TONGZHOU-PEIPING-TRANSITION-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q037_resume/38-1937-07-28-29-TIENTSIN-TONGZHOU-PEIPING-TRANSITION-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q038_q039_resume/39-1937-07-29-31-TIENTSIN-TANGKU-TONGZHOU-CLOSEOUT-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q038_q039_resume/39-1937-07-29-31-TIENTSIN-TANGKU-TONGZHOU-CLOSEOUT-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q038_q039_resume/40-1937-07-31-08-02-OCCUPATION-WIDER-WAR-TRANSITION-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q038_q039_resume/40-1937-07-31-08-02-OCCUPATION-WIDER-WAR-TRANSITION-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q040_q041_resume/41-1937-08-03-09-NORTH-CHINA-CONSOLIDATION-HONGQIAO-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q040_q041_resume/41-1937-08-03-09-NORTH-CHINA-CONSOLIDATION-HONGQIAO-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q040_q041_resume/42-1937-08-10-13-SHANGHAI-ESCALATION-HOSTILITIES-OPENING-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q040_q041_resume/42-1937-08-10-13-SHANGHAI-ESCALATION-HOSTILITIES-OPENING-GATE.tsv	
3	PROVENANCE-SUPERSEDED	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q040_q041_resume/43-1937-08-13-18-SHANGHAI-LANDING-FORCE-SURVIVAL-GATE.md	Gate 43 V2 controls; see Gate 56 supersession crosswalk.
3	PROVENANCE-SUPERSEDED	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q040_q041_resume/43-1937-08-13-18-SHANGHAI-LANDING-FORCE-SURVIVAL-GATE.tsv	Gate 43 V2 controls; see Gate 56 supersession crosswalk.
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q042_q043_resume/43-1937-08-13-18-SHANGHAI-LANDING-FORCE-SURVIVAL-GATE-V2.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q042_q043_resume/43-1937-08-13-18-SHANGHAI-LANDING-FORCE-SURVIVAL-GATE-V2.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q042_q043_resume/44-1937-08-19-23-SHANGHAI-ARMY-LANDING-BEACHHEAD-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q042_q043_resume/44-1937-08-19-23-SHANGHAI-ARMY-LANDING-BEACHHEAD-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q042_q043_resume/45-1937-08-24-29-WOOSUNG-LUODIAN-MOMENTUM-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q042_q043_resume/45-1937-08-24-29-WOOSUNG-LUODIAN-MOMENTUM-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q045_q047_resume/46-1937-08-08-29-NANKOU-CHAHAR-CLOSEOUT-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q045_q047_resume/46-1937-08-08-29-NANKOU-CHAHAR-CLOSEOUT-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q045_q047_resume/47-1937-08-29-DUAL-FRONT-COMBAT-BALANCE-AUDIT.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q045_q047_resume/47-1937-08-29-DUAL-FRONT-COMBAT-BALANCE-AUDIT.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q045_q047_resume/48-1937-08-30-09-04-DUAL-FRONT-BUILDUP-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q045_q047_resume/48-1937-08-30-09-04-DUAL-FRONT-BUILDUP-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q047_q049_resume/49-1937-09-05-13-SHANGHAI-ASSAULT-NORTH-CHINA-CONCENTRATION-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q047_q049_resume/49-1937-09-05-13-SHANGHAI-ASSAULT-NORTH-CHINA-CONCENTRATION-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q047_q049_resume/50-1937-09-14-20-DUAL-FRONT-OFFENSIVE-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q047_q049_resume/50-1937-09-14-20-DUAL-FRONT-OFFENSIVE-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q047_q049_resume/51-1937-09-21-24-BAODING-CANGZHOU-101DIV-ARRIVAL-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q047_q049_resume/51-1937-09-21-24-BAODING-CANGZHOU-101DIV-ARRIVAL-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q050_q051_resume/52-1937-09-25-30-PINGXINGGUAN-SHANGHAI-REINFORCEMENT-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q050_q051_resume/52-1937-09-25-30-PINGXINGGUAN-SHANGHAI-REINFORCEMENT-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q050_q051_resume/53-1937-10-01-04-LIUHANG-SHIJIAZHUANG-CONCENTRATION-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q050_q051_resume/53-1937-10-01-04-LIUHANG-SHIJIAZHUANG-CONCENTRATION-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q050_q051_resume/54-1937-10-04-DUAL-FRONT-BALANCE-AUDIT.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q052_resume/55-1937-10-05-10-ZHENGDING-SHIJIAZHUANG-WENZAOBIN-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_q052_resume/55-1937-10-05-10-ZHENGDING-SHIJIAZHUANG-WENZAOBIN-GATE.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_rebase_oct10/56-1937-10-10-ATTRITION-READINESS-WORKING-V1.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_rebase_oct10/56-1937-10-10-REBASE-AUDIT-V1.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_rebase_oct10/56-1937-10-10-SUPERSESSION-CROSSWALK.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_rebase_oct10/57-1937-10-11-18-ATTRITION-TRANSFER-HANDAN-CHINGHSING-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_rebase_oct10/57-1937-10-11-18-ATTRITION-TRANSFER-HANDAN-CHINGHSING-GATE.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_audit_v1/ASAI-1937-AUDIT-REPORT-V1.md	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_audit_v1/ASAI-1937-CUSTOMER-ADOPTION-LEDGER-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_audit_v1/ASAI-1937-MANCHURIA-MACRO-AUDIT-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_audit_v1/ASAI-1937-PRODUCTION-DEMAND-AUDIT-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_corporate_closeout_v3/ASAI-1937-CORPORATE-CLOSEOUT-V3.md	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_corporate_closeout_v3/ASAI-1937-CORPORATE-PNL-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_corporate_closeout_v3/ASAI-1937-HEADCOUNT-BY-FUNCTION-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_corporate_closeout_v3/ASAI-1937-HEADCOUNT-CAPITAL-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_corporate_closeout_v3/ASAI-1937-MANCHURIA-BRANCH-PNL-V1.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_manchuria_city_v2/ASAI-1937-MANCHURIA-SITE-ADOPTION-LEDGER-V2.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_manchuria_city_v2/ASAI-1937-MANCHURIA-SITE-AUDIT-V2.md	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_manchuria_city_v2/ASAI-1937-MANCHURIA-TERRITORIAL-MACRO-CORRECTION-V2.tsv	
4	CURRENT-DERIVATION	corporate/Manchuria derivation	20-CORPORATE-MANCHURIA/asai_1937_manchuria_city_v2/ASAI-1937-NORTH-CHINA-TRANSFERABLE-ASSETS-V1.tsv	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_canon_summary/67-1937-11-12-CURRENT-AVIATION-CANON-SUMMARY.md	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_canon_summary/67-1937-11-12-CURRENT-AVIATION-CANON-SUMMARY.tsv	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_current_only/65-CURRENT-ONLY-AVIATION-BRANCH-CLEANUP.md	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_current_only/65-CURRENT-ONLY-AVIATION-BRANCH-LEDGER.tsv	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_hardware_progress/66-1937-11-12-AVIATION-HARDWARE-PROGRESS-AUDIT.md	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_hardware_progress/66-1937-11-12-AVIATION-PHYSICAL-INVENTORY.tsv	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_hardware_progress/66-1937-11-12-AVIATION-RD-CAPACITY-WORKING.tsv	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_aviation_hardware_progress/66-1937-11-12-AVIATION-RESEARCH-PROGRESS.tsv	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_twin_aircraft_canon/64-1937-11-12-TWIN-ENGINE-AIRCRAFT-CANON-PATCH.md	
2	CURRENT-DOMAIN	aviation current-only canon/derivation	30-AVIATION-CURRENT/asai_twin_aircraft_canon/64-1937-11-12-TWIN-ENGINE-AIRCRAFT-CLAIM-LEDGER.tsv	
2	CURRENT-DERIVATION	manpower/attrition derivation	40-MANPOWER-ATTRITION/asai_chinese_retreat_balance_19380314/71-1938-03-14-CHINESE-MANPOWER-DELTA.tsv	
2	CURRENT-DERIVATION	manpower/attrition derivation	40-MANPOWER-ATTRITION/asai_chinese_retreat_balance_19380314/71-1938-03-14-CHINESE-RETREAT-ASSET-BALANCE.md	
2	CURRENT-DERIVATION	manpower/attrition derivation	40-MANPOWER-ATTRITION/asai_chinese_retreat_balance_19380314/71-SHANGHAI-EARLY-WITHDRAWAL-ASSET-BALANCE.tsv	
2	CURRENT-DERIVATION	manpower/attrition derivation	40-MANPOWER-ATTRITION/asai_manpower_stockflow_19380314/70-1938-03-14-JAPANESE-MANPOWER-STOCKFLOW-AUDIT.md	
2	CURRENT-DERIVATION	manpower/attrition derivation	40-MANPOWER-ATTRITION/asai_manpower_stockflow_19380314/70-1938-03-14-JAPANESE-MANPOWER-STOCKFLOW.tsv	
2	CURRENT-DERIVATION	manpower/attrition derivation	40-MANPOWER-ATTRITION/asai_manpower_stockflow_19380314/70-1938-03-14-REINFORCEMENT-ABSORPTION.tsv	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_current_extract/02-TOPIC-SOURCE-MAP.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_current_extract/04-CURRENT-BRANCH-HISTORY-1903-1937-SUMMER.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_current_extract/07-SESSION-DELTA-2026-08-30.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/05-AIRCRAFT-SHADOW-AUDIT-2026-08-22.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/06-AIRCRAFT-REBASELINE-P0-2026-08-22.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/42-POST-AIRCRAFT-OPEN-AUDIT-V26R1-2026-08-25.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/asai-works-aircraft-naming-canonical.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/asai-works-aviation-rework.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/asai-works-structural-testbeds.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_twin_research/asai-works-turboprop-uses.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-aero-turbosupercharger.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-engine-capability-core-e1-e9.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-engine-h-to-a-ledger.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-gt-first-customers.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-marine-gt-small-craft-rebaseline-1934-43.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-plant-fiber-composites.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-product-availability-ledger-1903-41.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-submarine-maturation-1934-37.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-tank-diesel-turbo.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-tank-lineup.md	
90	SOURCE-ONLY	support/reference only	90-SUPPORT-REFERENCE/asai_v48_selected/asai-works-timeline-tank.md	
0	PACKAGE-CONTROL	package metadata/control	MACHINE-INTEGRITY-AUDIT-2026-08-30-FULL-V5.json	
0	PACKAGE-CONTROL	package metadata/control	MACHINE-INTEGRITY-AUDIT-2026-08-30-FULL-V5.md	
0	PACKAGE-CONTROL	package metadata/control	MECHANICAL-FIXES-V5-MECHFIX1.md	
0	PACKAGE-CONTROL	package metadata/control	PACKAGE-STATE-V5.tsv	
0	PACKAGE-CONTROL	package metadata/control	PRECEDENCE-2026-08-30-FULL-V5.tsv	
0	PACKAGE-CONTROL	package metadata/control	TERMINOLOGY-AND-SUPERSESSION-GUARD-V5.tsv	
