path	layer	authority_status	domain_guess	size_bytes	first_heading
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/21-FUEL-IMPORT-EVIDENCE-V1.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1742	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/22-FUEL-DEMAND-SENSITIVITY-V1.csv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1488	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/23-FUEL-POLICY-PASS1.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4482	Marine/aviation turbine fuel policy pass 1 — 2026-08-27
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/24-MOMI-MARINE-TEST-PROGRAM-V1.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1870	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/25-LARGE-MARINE-LAND-RIG-GATES-V1.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1512	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/26-OPEN-CLOSED-MATRIX-PASS2.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3642	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/27-E6-TORPEDO-PROTOTYPE-CLOSURE-V2.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company;weapons-systems	2915	E6 large-MTB prototype closure V2 — 2026-08-27
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/28-OPEN-CLOSED-MATRIX-PASS3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3853	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/29-MARINE-GT-PRECEDENCE-OVERLAY-V1.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2770	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/30-PROCESSED-START-HERE.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5250	Marine GT processed handoff — START HERE — 2026-08-27
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/31-PROCESS-STATE.json	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	6869	schema=asai-marine-gt-processing-state-v1
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/32-PROCESS-VALIDATION-REPORT.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2900	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/33-DECISION-FRAMEWORK-REFRAME-V2.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5646	Marine GT decision-framework reframe V2 — 2026-08-27
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/34-MARINE-GT-LAYERED-DECISION-MATRIX-V2.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5872	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/35-ADOPTION-REOPEN-NOTES-V2.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5155	Marine GT adoption reopen notes V2 — 2026-08-27
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/36-MARINE-GT-PRECEDENCE-OVERLAY-V2.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2188	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/37-PROCESSED-START-HERE-V2.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4383	Marine GT processed handoff V2 — START HERE — 2026-08-27
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/38-PROCESS-VALIDATION-REPORT-V2.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2594	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/39-PROCESS-STATE-V2.json	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1741	schema=asai-marine-gt-processing-state-v2
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/40-RESEARCH-TO-PRODUCT-STAGE-LEDGER-V3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	6165	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/41-E4-E6-INHERITANCE-LEDGER-V3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5584	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/42-NAVAL-DESIGN-PROCUREMENT-BASELINE-V3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3624	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/43-MARINE-GT-REWORK-QUEUE-V3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3617	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/44-UNIT-POWER-DEMAND-SEED-V3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3845	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/45-UPSTREAM-REFRAME-NOTES-V3.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4292	Marine GT upstream ledger reframe V3 — 2026-08-28
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/46-PROCESSED-START-HERE-V3.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2842	Marine GT processed handoff V3 — START HERE — 2026-08-28
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/47-MARINE-GT-PRECEDENCE-OVERLAY-V3.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2993	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/48-PROCESS-STATE-V3.json	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2609	schema=asai-marine-gt-processing-state-v3
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/49-PROCESS-VALIDATION-REPORT-V3.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2666	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/50-NUMERIC-DERIVATION-DISCIPLINE-V4.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4582	Marine GT V4 — numeric derivation discipline
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/51-E5-MARINE-QUALIFICATION-RECALC-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	18961	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/52-E5-M-SCALE-RESEARCH-CLOSURE-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2401	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/53-REDUCER-TORQUE-LADDER-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2898	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/54-MARINE-DEMONSTRATION-LADDER-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2543	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/55-MARINE-GT-REWORK-QUEUE-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5035	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/56-PROCESSED-START-HERE-V4.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4300	Marine GT processed handoff V4 — START HERE — 2026-08-28
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/57-MARINE-GT-PRECEDENCE-OVERLAY-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3291	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/58-CROUCH-HULL-CALIBRATION-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1426	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/59-MARINE-INSTALLATION-MASS-LEDGER-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	6560	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/60-LARGE-CORE-DEMAND-DERIVATION-V4.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3768	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/60A-LARGE-CORE-DEMAND-NOTES-V4.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1556	V4 large-core demand derivation notes
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/61-PROCESS-STATE-V4.json	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3307	schema=asai-marine-gt-processing-state-v4
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/62-PROCESS-VALIDATION-REPORT-V4.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4422	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/63-QUALIFICATION-TERMINOLOGY-V5.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1884	"Marine GT V5 — qualification terminology and the misuse of ""maturity"""
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/64-E5-QUALIFICATION-CRAFT-MASS-BUILDUP-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3795	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/65-E5-QUALIFICATION-CRAFT-GEOMETRY-SPEED-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5057	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/66-UNIT-POWER-DEMAND-MAP-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	7079	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/67-LARGE-CORE-PROGRAM-GATES-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	8816	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/68-MARINE-DEMONSTRATION-LADDER-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2030	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/69-MARINE-GT-REWORK-QUEUE-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3041	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/70-V5-RECALC-NOTES.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3902	Marine GT V5 — recalculation notes
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/71-MARINE-GT-PRECEDENCE-OVERLAY-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1183	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/72-PROCESSED-START-HERE-V5.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3982	Marine GT processed handoff V5 — START HERE — 2026-08-28
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/73-PROCESS-STATE-V5.json	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3004	schema=asai-marine-gt-processing-state-v5
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/74-LARGE-CORE-ENABLING-INHERITANCE-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4037	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/75-TAIYO-MODULE-ARCHITECTURE-TRADE-V5.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2307	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/75A-TAIYO-MODULE-ARCHITECTURE-NOTES-V5.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1563	Taiyo V5 module architecture — notes
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/76-PROCESS-VALIDATION-REPORT-V5.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1396	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/77-E5-QUALIFICATION-CRAFT-ARRANGEMENT-DECISION-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5093	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/78-E5-SHAFT-INTAKE-DERIVATION-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1864	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/79-E5-QUALIFICATION-INSTRUMENT-TEST-PLAN-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2620	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/80-FIRST-LARGE-HOT-CORE-R2-DECISION-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2107	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/81-TAIYO-MODULE-NO-FREE-LUNCH-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1642	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/82-MARINE-DEMONSTRATION-LADDER-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2192	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/83-MARINE-GT-REWORK-QUEUE-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3199	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/84-V6-RECALC-NOTES.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4123	Marine GT V6 — arrangement and first large-hot-core program decision
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/85-MARINE-GT-PRECEDENCE-OVERLAY-V6.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1690	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/86-PROCESSED-START-HERE-V6.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3212	Marine GT processed handoff V6 — start here
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/87-PROCESS-STATE-V6.json	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2851	schema=asai-marine-gt-processing-state-v6
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/88-PROCESS-VALIDATION-REPORT-V6.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2234	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/89-E5-QUALIFICATION-CRAFT-FIXED-MASS-AND-CG-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2946	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/90-E5-QUALIFICATION-CRAFT-TRIAL-BALLAST-MATRIX-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1722	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/91-LL20-R2-DESIGN-COORDINATES-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2795	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/92-LL20-R2-ACCEPTANCE-TEST-LEDGER-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2146	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/93-TAIYO-6VS10-INTEGRATION-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1583	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/94-TAIYO-GEAR-PATH-REQUIREMENT-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2295	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/95-TAIYO-AIR-TRUNK-AND-EXHAUST-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2843	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/96-MARINE-GT-REWORK-QUEUE-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3114	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/97-V7-RECALC-NOTES.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4822	Marine GT V7 — explicit test-craft takeoff, LL20 design duty, and Taiyo integration correction
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/98-MARINE-GT-PRECEDENCE-OVERLAY-V7.tsv	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1591	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/99-PROCESSED-START-HERE-V7.md	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	2315	Marine GT processed handoff — START HERE V7
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS10.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	9794	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS11.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	11228	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS12.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	12469	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS13.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	13704	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS14.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	15011	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS4.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3219	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS5.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	3413	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS6.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	4211	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS7.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	5316	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS8.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	6835	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF-PASS9.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	8465	
nested/asai-worldline-v48r3-source-restored/2026-08-27-marine-gt-handoff/SHA256SUMS-HANDOFF.txt	marine-process-history	ARCHIVE-PROCESS	marine;gas-turbine;company	1357	
nested/asai-worldline-v48r3-source-restored/21-SUBMARINE-UNDERWATER-RECONCILIATION-V22-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	marine	5223	21 — 潜水艦水中系 v21 分岐統合記録（v22）
nested/asai-worldline-v48r3-source-restored/22-DATA-INTEGRITY-AUDIT-V22R1-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	cross-domain	5854	22 — Data integrity audit / v22r1 (2026-08-23)
nested/asai-worldline-v48r3-source-restored/23-SEMANTIC-RECALL-AUDIT-V22R2-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2205	Semantic recall / cross-domain trigger audit — v22r2 (2026-08-23)
nested/asai-worldline-v48r3-source-restored/24-MACHINE-CHRONOLOGY-AUDIT-V22R3-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2007	MACHINE CHRONOLOGY AUDIT — v22r3 — 2026-08-23
nested/asai-worldline-v48r3-source-restored/25-MACHINE-LAYER-REPRODUCIBILITY-AUDIT-V22R4-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2013	25 MACHINE LAYER REPRODUCIBILITY AUDIT — v22r4 — 2026-08-23
nested/asai-worldline-v48r3-source-restored/26-SUBMARINE-NEXT-GENERATION-CLOSURE-V23-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	marine	2789	v23 潜水艦次世代P0閉鎖 — 1941–44
nested/asai-worldline-v48r3-source-restored/27-CROSS-DOMAIN-OPEN-QUEUE-V23-2026-08-23.md	machine-v48r3	MACHINE-CURRENT	cross-domain	8038	v23 横断OPEN再編 — 計算機導入後の再考察キュー
nested/asai-worldline-v48r3-source-restored/28-MACHINE-LAYER-REFRESH-V23R1-2026-08-23.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1106	v23r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/29-CROSS-DOMAIN-TECHNICAL-CLOSURE-V24-2026-08-24.md	machine-v48r3	MACHINE-CURRENT	cross-domain	2906	v24 横断技術閉鎖 — 計算機導入後の再伝播と戦車再基底化
nested/asai-worldline-v48r3-source-restored/34-MACHINE-LAYER-REFRESH-V24R1-2026-08-24.md	semantic-v48-support	BASE-SUPPORT	cross-domain	903	v24r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/35-MACHINE-LAYER-SEMANTIC-RECALL-REPAIR-V24R2-2026-08-24.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1507	v24r2 machine-layer semantic-recall repair — 2026-08-24
nested/asai-worldline-v48r3-source-restored/36-POST-COMPUTATION-OPEN-AUDIT-V24R2-2026-08-24.md	semantic-v48-support	BASE-SUPPORT	computation	4749	計算機統合後の未更新・未決着監査 — semantic v24 / machine v24r2 / 2026-08-24
nested/asai-worldline-v48r3-source-restored/37-TANK-CONDITIONAL-TECHNICAL-CLOSURE-V25-2026-08-24.md	semantic-v48-support	BASE-SUPPORT	ground	2479	戦車・条件付き次世代技術閉鎖 — semantic v25 / 2026-08-24
nested/asai-worldline-v48r3-source-restored/38-MACHINE-LAYER-REFRESH-V25R1-2026-08-24.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2357	MACHINE LAYER REFRESH — v25r1 / 2026-08-24
nested/asai-worldline-v48r3-source-restored/39-POST-TANK-OPEN-AUDIT-V25R1-2026-08-24.md	semantic-v48-support	BASE-SUPPORT	ground	5017	計算機統合後の未更新・未決着監査 — semantic v25 / machine v25r1 / 2026-08-24
nested/asai-worldline-v48r3-source-restored/40-AIRCRAFT-POST-COMPUTATION-TECHNICAL-CLOSURE-V26-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	aviation;computation	4531	航空post-computation技術閉鎖 — semantic v26 / 2026-08-25
nested/asai-worldline-v48r3-source-restored/41-MACHINE-LAYER-REFRESH-V26R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2308	MACHINE LAYER REFRESH — v26r1 / 2026-08-25
nested/asai-worldline-v48r3-source-restored/42-POST-AIRCRAFT-OPEN-AUDIT-V26R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	aviation	3111	航空再基底化後の未決着監査 — semantic v26 / machine v26r1 / 2026-08-25
nested/asai-worldline-v48r3-source-restored/43-PACKAGE-QA-V26R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2963	PACKAGE QA — semantic v26 / machine v26r1 / 2026-08-25
nested/asai-worldline-v48r3-source-restored/44-EARLY-TANK-MATERIALS-COMPUTATION-REBASELINE-V27-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	ground;materials;computation	1071	v27 初期戦車 材料×計算×QC 再基底化
nested/asai-worldline-v48r3-source-restored/45-MARINE-GT-SMALL-CRAFT-REBASELINE-V27-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	marine;gas-turbine	1062	v27 舶用GT小型高速艇 再基底化
nested/asai-worldline-v48r3-source-restored/46-POST-V27-OPEN-AUDIT-V27R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1651	v27r1 post-audit OPEN queue
nested/asai-worldline-v48r3-source-restored/47-MACHINE-LAYER-REFRESH-V27R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	624	v27r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/48-PACKAGE-QA-V27R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1452	v27r1 full-package QA
nested/asai-worldline-v48r3-source-restored/49-SURFACE-SHIP-LARGE-MARINE-REBASELINE-V28-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	marine	1320	v28 水上艦船型・大型舶用 再基底化
nested/asai-worldline-v48r3-source-restored/50-POST-V28-OPEN-AUDIT-V28R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1691	v28r1 post-audit OPEN queue
nested/asai-worldline-v48r3-source-restored/51-MACHINE-LAYER-REFRESH-V28R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	793	v28r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/52-PACKAGE-QA-V28R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	755	v28r1 full-package QA
nested/asai-worldline-v48r3-source-restored/53-MARINE-GT-SMALL-CRAFT-DESIGN-CLOSURE-V29-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	marine;gas-turbine	1685	v29 — Marine GT small-craft design closure / 2026-08-25
nested/asai-worldline-v48r3-source-restored/54-POST-V29-OPEN-AUDIT-V29R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1519	v29r1 post-audit OPEN queue
nested/asai-worldline-v48r3-source-restored/55-MACHINE-LAYER-REFRESH-V29R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1020	v29r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/56-PACKAGE-QA-V29R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1167	v29r1 full-package QA
nested/asai-worldline-v48r3-source-restored/57-GFRP-SMALL-CRAFT-HULL-REBASELINE-V30-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	materials	2102	v30 — GFRP小型艇一次艇体 rebaseline
nested/asai-worldline-v48r3-source-restored/58-POST-V30-OPEN-AUDIT-V30R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1739	v30r1 post-audit OPEN queue
nested/asai-worldline-v48r3-source-restored/59-MACHINE-LAYER-REFRESH-V30R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1166	v30r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/60-PACKAGE-QA-V30R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1393	v30r1 full-package QA
