file	primary_layer	secondary_layers	split_required	frontmatter_status	frontmatter_revision	bytes	sha256	legacy_source	rationale
51_陸軍航空機_機種別設計・発動機・日程.md	TECH		False	active		50077	56ffa6eecc2482c6685dcbd68f1124656d4c012e44b0b850cb2d09e7e75a54f4	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/51_陸軍航空機_機種別設計・発動機・日程.md	Technical/engineering capability or military mechanism source.
52_海軍航空機_艦攻・艦爆・陸攻・大艇.md	TECH		False	active		57788	fed2ddd637f9c67f1096f5b5cf83534feeebb4e67d5d821ffe9695529a8e9622	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/52_海軍航空機_艦攻・艦爆・陸攻・大艇.md	Technical/engineering capability or military mechanism source.
53_海軍戦闘機・空冷発動機・噴進航空.md	TECH		False	active		58865	52750fe686495e016ceb7c7c762c29bf9310e0ca974726b71711b9d5409dc293	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/53_海軍戦闘機・空冷発動機・噴進航空.md	Technical/engineering capability or military mechanism source.
60_開戦戦力・輸送・空母・揚陸・砲計算.md	WARSTART	PREWAR,WARTIME,TECH	True	active		28314	1b14ffc28eca530962afd7b002ce37f1e7cf792877bed515a52a3e2fec7e8e5d	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/60_開戦戦力・輸送・空母・揚陸・砲計算.md	Opening force/logistics baseline mixed with later policy; split required.
61_技術からの自然な軍事的派生_戦術サイクル・任務階級・戦史再監査.md	TECH	WARTIME	True	active	2026-08-13-r3-design-feedback-and-damage-state	27166	3e91f42d110d3cef1c83bba9cb4c1bc5ce06d2fe0a35ecbe6f0785a4eb8785dd	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/61_技術からの自然な軍事的派生_戦術サイクル・任務階級・戦史再監査.md	Technical/engineering capability or military mechanism source.
62_艦艇戦力評価_任務係数・艦隊運用・戦史再監査v3.md	TECH	WARTIME	True	active	2026-08-13-r2-representative-hull-calibration	17099	6d9195dd80727aa9ca9acdad6ff9ddda76eaaa68c49f69def42c93945ec6ea2c	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/62_艦艇戦力評価_任務係数・艦隊運用・戦史再監査v3.md	Technical/engineering capability or military mechanism source.
70_暗号・通信情報_設計防御・攻撃・運用.md	TECH	PREWAR,WARTIME	True	active		24726	f60b834e57cb4b246342501dd74220fee5cef0a31676d1aa97d9962e21b05700	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/70_暗号・通信情報_設計防御・攻撃・運用.md	Technical/engineering capability or military mechanism source.
80_歴史考察_1942年MO・MI・中部太平洋.md	WARTIME		False	reference-analysis	2026-08-10-reference-rerun-required	17751	a076f6f77f4969bb9a4c2c20450d0aa748bf16e5d9d6565d674c900ce422a120	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/80_歴史考察_1942年MO・MI・中部太平洋.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
81_歴史考察_1942年夏秋_AL・FS・米戦力回復.md	WARTIME		False	reference-analysis	2026-08-10-reference-rerun-required	17050	8ae001d4775a9766b2d73f8082e74363613c9edc99acec92b2486aebe5815db1	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/81_歴史考察_1942年夏秋_AL・FS・米戦力回復.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
82_歴史考察_中国・インド洋・連合輸送・独ソ戦波及.md	WARTIME		False	reference-analysis	2026-08-11-five-go-addu-rerun	32018	22f2153428ce55ea48544fd60cef9e527349c7129ff21b7823293a92b9530963	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/82_歴史考察_中国・インド洋・連合輸送・独ソ戦波及.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
83_歴史考察_1942年艦政・空母建造史実基準.md	WARTIME		False	active-analysis	2026-08-10-reference-r1	9455	e7576d4d86a0beba38c7679b2904f5f5fc33e072cea18dd2046ce66e721820a4	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/83_歴史考察_1942年艦政・空母建造史実基準.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
84_歴史考察_1937-1942_前史・中国・ノモンハン・南方.md	PREWAR	WARTIME	True	reference-analysis	2026-08-10-reference-rerun-required	12228	cd851500cee96c5e9787ba3bac812aa686aefee774f282524fa4ea1d9f55be74	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/84_歴史考察_1937-1942_前史・中国・ノモンハン・南方.md	Prewar realization/history with some early-war continuation.
85_歴史考察_2026-08-10_MO・MI再監査_暫定作業線.md	WARTIME		False	working-reanalysis-note	2026-08-11-mi-rerun-note-r3	42861	27f7b8d13a0f833cabf35c17d5b61aace2b78e95efc11f70f3b55f4b5e5edecb	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/85_歴史考察_2026-08-10_MO・MI再監査_暫定作業線.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
86_歴史考察_2026-08-11_AL・南太平洋・FS再監査_暫定作業線.md	WARTIME		False	working-reanalysis-note	2026-08-11-al-fs-r4	41419	38cb5ee3848ca284fb906a52540f42d8eb21cf9829fabc225edde3ea914f57a3	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/86_歴史考察_2026-08-11_AL・南太平洋・FS再監査_暫定作業線.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
87_歴史考察_1942秋-1943夏_五号・米反攻・Midway同期.md	WARTIME		False	working-reanalysis-note	2026-08-11-r1	23026	09b27918bd43948f7ec55c0847d0d3d8fbdd3dd96cf100c18f9db8c80198ea5e	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/87_歴史考察_1942秋-1943夏_五号・米反攻・Midway同期.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
88_歴史考察_1943秋冬_第二次Midway・Wake・GALVANIC同期.md	WARTIME		False	working-reanalysis-note	2026-08-12-r1	25256	14a73593647518720bcfff0ff976795faa195f4d8dcc05da169355fe485be475	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/88_歴史考察_1943秋冬_第二次Midway・Wake・GALVANIC同期.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
89_歴史考察_1943冬-1944初夏_Marshall・Truk・Palau・FORAGER前.md	WARTIME		False	working-reanalysis-note	2026-08-13-r1-v3-rollback	20520	09f45f78057792dfdf431ca58f79bfa94870eef1d65b8639b305098a645ab62e	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/89_歴史考察_1943冬-1944初夏_Marshall・Truk・Palau・FORAGER前.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
90_資料庫_現行総合引継ぎ_瑞星決定・開戦侵攻能力検討時点.md	REFERENCE	PREWAR,WARSTART	True	archived-merge-source	2026-08-11-r3	132345	b71ce6e743f7f206ca24d38548877892c7e221a4a62d23adc299a951e8442e2a	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/90_資料庫_現行総合引継ぎ_瑞星決定・開戦侵攻能力検討時点.md	Large handoff/reference synthesis; use as evidence, extract opening conclusions elsewhere.
91_資料庫_2026-08-11_現行総合引継ぎ_五号・1943夏同期.md	WARTIME		False	superseded-handoff	2026-08-11-session-close	7934	01f5c8838c190a57c1e6e42facb54e796a20231dc26ec79b2c56afdfebe6f8e7	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/91_資料庫_2026-08-11_現行総合引継ぎ_五号・1943夏同期.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
92_資料庫_2026-08-12_現行総合引継ぎ_1943冬・GALVANIC同期.md	WARTIME		False	current-handoff	2026-08-12-session-close	7009	508d2d8a38167291f792be5eef09977e9fded0339dc5b987d067bd3ecd3064ba	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/92_資料庫_2026-08-12_現行総合引継ぎ_1943冬・GALVANIC同期.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
93_資料庫_2026-08-13_現行総合引継ぎ_1944初夏・戦史再監査v3起点.md	WARTIME		False	current-handoff	2026-08-13-session-close	8796	fd251b92f2cf1a97dec835a92cb5122f2d251fa9659a1978720f67a988a80f59	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/93_資料庫_2026-08-13_現行総合引継ぎ_1944初夏・戦史再監査v3起点.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
94_資料庫_2026-08-13_水上艦代表級再監査_継続.md	WARTIME		False	active-handoff	2026-08-13-r1	9378	d6a92307026f668c65aae2f13be8d3baf0401a5fd7db8b4ddefcb80b7754ceab	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/94_資料庫_2026-08-13_水上艦代表級再監査_継続.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
95_資料庫_2026-08-14_水上艦例外艦監査_継続.md	WARTIME		False	handoff-history		1494	7c0a89e12990c0880b49f17228c33edde6b0c3604bee19e8d270864c0623bd13	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/95_資料庫_2026-08-14_水上艦例外艦監査_継続.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
96_資料庫_2026-08-14_水上艦戦史・潜水艦全体再監査_継続.md	WARTIME		False	latest-handoff		7579	8263530cc4797dc1e3320e73bf2e3aa29eec4b54abd6a43eae9e3ca0678b3b28	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/96_資料庫_2026-08-14_水上艦戦史・潜水艦全体再監査_継続.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
97_資料庫_2026-08-14_潜高建造台帳確定・潜水艦再配置開始.md	WARTIME		False	latest-handoff		4921	c11cab7055303e79f37ee5328c9b96d3f6793ea93771ec60aab1f5306a3f4cd0	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/97_資料庫_2026-08-14_潜高建造台帳確定・潜水艦再配置開始.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
98_資料庫_2026-08-14_1942後半潜水艦再配置・戦果監査.md	WARTIME		False	active	2026-08-14-r1	3723	f6ad31070d4a386b2b0b852b647cd3de01e11e909d5c936cdfdf620aee461903	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/98_資料庫_2026-08-14_1942後半潜水艦再配置・戦果監査.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
99_資料庫_2026-08-14_1943春潜水艦・北方配分確定_Efate直前.md	WARTIME		False	active	2026-08-14-r1	3380	d28bcf838c8ed50910cc814f0991666ab9fe53691fff7fa386fba4cc0fce1c37	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/99_資料庫_2026-08-14_1943春潜水艦・北方配分確定_Efate直前.md	Post-opening history, campaign, wartime force ledger, or checkpoint/handoff.
README_更新内容と正本対応.md	REFERENCE		False			7849	e2231e18f89972be647742dd41b489828ff9eff7adcd04ba8dbc54d67a7b73fb	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/README_更新内容と正本対応.md	Meta/history of work, not runtime state.
RECOVERY_2026-08-15_航空マイクロ戦闘実験へ復帰.md	REFERENCE		False	active-recovery-gate		6465	6459e67bd05211987d1904065d0b8a56d13a91cb29d3657dd7bafd8f819b4fe0	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/RECOVERY_2026-08-15_航空マイクロ戦闘実験へ復帰.md	Meta/history of work, not runtime state.
計算機とその波及_設定資料と解説_改定v9.md	CORE	TECH,PREWAR	True	active	2026-08-13-v9.2-naval-feedback-loop	191501	f3465fb48986be18af3ec8cb55010b35ff891cf261d796266d1f3c95a4f72488	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/計算機とその波及_設定資料と解説_改定v9.md	Large synthesis mixes computer core, derived technical effects, and realized consequences.
計算機異聞_シナリオ_改定v3.md	CORE		False	active	2026-08-09-r5-ref1	63886	22a552c889c4150ca97a7081b86719460317074f374e3eaed4c44d98ed8b3fbf	99_LEGACY_UNTOUCHED/計算機異聞_1941開戦巻戻し_再生産_v004_2026-08-18/90_完全一式_原典スナップショット/計算機異聞_1941開戦巻戻し_完全一式_2026-08-16/03_検討資料_設定正本/計算機異聞_シナリオ_改定v3.md	Narrative/exogenous scenario origin.
